Entity,Code,Year,"suicide rate (age-adjusted suicides per 100,000 people)"
Democratic Republic of Congo,COD,2004,14.71302032
Democratic Republic of Congo,COD,2005,14.71302032
Denmark,DNK,1951,22.57001
Denmark,DNK,1952,21.80417
Denmark,DNK,1953,22.97208
Denmark,DNK,1954,22.0815
Denmark,DNK,1955,22.07839
Denmark,DNK,1956,21.21038
Denmark,DNK,1957,20.65602
Denmark,DNK,1958,19.63602
Denmark,DNK,1959,19.808
Denmark,DNK,1960,18.92327
Denmark,DNK,1961,15.55525
Denmark,DNK,1962,17.73354
Denmark,DNK,1963,17.73943
Denmark,DNK,1964,19.29921
Denmark,DNK,1965,17.74087
Denmark,DNK,1966,16.25596
Denmark,DNK,1967,16.13284
Denmark,DNK,1968,18.82345
Denmark,DNK,1969,19.19158
Denmark,DNK,1970,19.6677
Denmark,DNK,1971,22.50454
Denmark,DNK,1972,21.70824
Denmark,DNK,1973,21.58741
Denmark,DNK,1974,23.28661
Denmark,DNK,1975,21.77992
Denmark,DNK,1976,21.44132
Denmark,DNK,1977,21.75448
Denmark,DNK,1978,20.7717
Denmark,DNK,1979,23.39481
Denmark,DNK,1980,28.32473
Denmark,DNK,1981,26.38023
Denmark,DNK,1982,25.89203
Denmark,DNK,1983,24.59875
Denmark,DNK,1984,24.79798
Denmark,DNK,1985,23.78938
Denmark,DNK,1986,23.63775
Denmark,DNK,1987,23.63203
Denmark,DNK,1988,21.78305
Denmark,DNK,1989,22.05911
Denmark,DNK,1990,19.63705
Denmark,DNK,1991,18.29291
Denmark,DNK,1992,17.71487
Denmark,DNK,1993,17.76922
Denmark,DNK,1994,15.14995
Denmark,DNK,1995,14.16143
Denmark,DNK,1996,13.63372
Denmark,DNK,1997,12.45314
Denmark,DNK,1998,11.69358
Denmark,DNK,1999,11.88227
Denmark,DNK,2000,10.9605
Denmark,DNK,2001,10.74545
Denmark,DNK,2002,10.18429
Denmark,DNK,2003,9.329547
Denmark,DNK,2004,10.06166
Denmark,DNK,2005,8.973104
Djibouti,DJI,2002,5.495998
Djibouti,DJI,2004,4.993475914
Djibouti,DJI,2005,4.993475914
Dominica,DMA,2004,5.835250854
Dominica,DMA,2005,5.835250854
Dominican Republic,DOM,2002,3.62026
Dominican Republic,DOM,2004,6.519536972
Dominican Republic,DOM,2005,6.519536972
East Germany,OWID_GDR,1973,28.4586
East Germany,OWID_GDR,1974,29.79765
East Germany,OWID_GDR,1989,20.54407
East Germany,OWID_GDR,1990,19.00906
Ecuador,ECU,2002,6.129993
Ecuador,ECU,2004,8.504684448
Ecuador,ECU,2005,8.504684448
Egypt,EGY,1973,0.108874
Egypt,EGY,1974,0.0632462
Egypt,EGY,1975,0.1390825
Egypt,EGY,1976,0.1197322
Egypt,EGY,1977,0.385539
Egypt,EGY,1978,0.2234905
Egypt,EGY,1979,0.2004124
Egypt,EGY,1980,0.042237
Egypt,EGY,1987,0.0674664
Egypt,EGY,2000,0.0779294
Egypt,EGY,2002,1.748405
Egypt,EGY,2004,1.799903631
Egypt,EGY,2005,1.799903631
El Salvador,SLV,2002,9.342705
El Salvador,SLV,2004,8.42265892
El Salvador,SLV,2005,7.304886
Equatorial Guinea,GNQ,2002,7.288387
Equatorial Guinea,GNQ,2004,10.12934971
Equatorial Guinea,GNQ,2005,10.12934971
Eritrea,ERI,2002,9.22487
Eritrea,ERI,2004,8.913362503
Eritrea,ERI,2005,8.913362503
Estonia,EST,1981,33.84017
Estonia,EST,1982,29.50624
Estonia,EST,1985,28.57263
Estonia,EST,1986,25.37659
Estonia,EST,1987,23.23424
Estonia,EST,1988,22.57013
Estonia,EST,1989,24.16904
Estonia,EST,1990,25.01882
Estonia,EST,1991,24.70376
Estonia,EST,1992,29.52575
Estonia,EST,1993,35.22297
Estonia,EST,1994,37.74011
Estonia,EST,1995,36.72067
Estonia,EST,1996,34.65499
Estonia,EST,1997,33.12824
Estonia,EST,1998,30.47727
Estonia,EST,1999,29.56978
Estonia,EST,2000,23.79946
Estonia,EST,2001,25.6385
Estonia,EST,2002,23.85851
Estonia,EST,2003,21.5513
Estonia,EST,2004,20.65888
Estonia,EST,2005,16.95924
Ethiopia,ETH,2002,5.404214
Ethiopia,ETH,2004,10.07194233
Ethiopia,ETH,2005,10.07194233
Fiji,FJI,2002,4.056887
Fiji,FJI,2004,3.94025898
Fiji,FJI,2005,3.94025898
Finland,FIN,1952,18.39353
Finland,FIN,1953,18.1846
Finland,FIN,1954,19.80814
Finland,FIN,1955,20.87117
Finland,FIN,1956,23.29878
Finland,FIN,1957,22.88635
Finland,FIN,1958,22.13796
Finland,FIN,1959,20.87642
Finland,FIN,1960,21.18496
Finland,FIN,1961,21.32791
Finland,FIN,1962,22.7411
Finland,FIN,1963,19.64403
Finland,FIN,1964,20.31372
Finland,FIN,1965,20.22134
Finland,FIN,1966,19.54756
Finland,FIN,1967,20.14198
Finland,FIN,1968,22.06191
Finland,FIN,1969,23.43647
Finland,FIN,1970,20.95512
Finland,FIN,1971,21.10748
Finland,FIN,1972,22.98928
Finland,FIN,1973,22.40284
Finland,FIN,1974,23.92126
Finland,FIN,1975,23.64577
Finland,FIN,1976,24.25636
Finland,FIN,1977,24.15192
Finland,FIN,1978,23.77191
Finland,FIN,1979,23.01392
Finland,FIN,1980,23.5005
Finland,FIN,1981,21.88365
Finland,FIN,1982,22.04408
Finland,FIN,1983,22.45375
Finland,FIN,1984,23.01888
Finland,FIN,1985,22.46862
Finland,FIN,1986,24.28866
Finland,FIN,1987,24.81553
Finland,FIN,1988,25.54692
Finland,FIN,1989,25.66706
Finland,FIN,1990,27.48005
Finland,FIN,1991,26.76481
Finland,FIN,1992,26.03521
Finland,FIN,1993,24.6614
Finland,FIN,1994,24.85681
Finland,FIN,1995,24.45861
Finland,FIN,1996,21.88372
Finland,FIN,1997,23.20387
Finland,FIN,1998,21.08205
Finland,FIN,1999,21.03948
Finland,FIN,2000,20.23022
Finland,FIN,2001,20.55945
Finland,FIN,2002,18.5012
Finland,FIN,2003,18.17117
Finland,FIN,2004,18.126
Finland,FIN,2005,16.23437
France,FRA,1950,13.15992
France,FRA,1952,13.29235
France,FRA,1953,13.18141
France,FRA,1954,13.92929
France,FRA,1955,13.75461
France,FRA,1956,14.98917
France,FRA,1957,14.17177
France,FRA,1958,14.28547
France,FRA,1959,14.60973
France,FRA,1960,13.82906
France,FRA,1961,13.91007
France,FRA,1962,13.27934
France,FRA,1963,13.75892
France,FRA,1964,13.30793
France,FRA,1965,13.53311
France,FRA,1966,14.06569
France,FRA,1967,14.02401
France,FRA,1968,13.76804
France,FRA,1969,13.91817
France,FRA,1970,13.73334
France,FRA,1971,13.65924
France,FRA,1972,14.3131
France,FRA,1973,13.69903
France,FRA,1974,13.84374
France,FRA,1975,13.91132
France,FRA,1976,13.94507
France,FRA,1977,14.55289
France,FRA,1978,15.10253
France,FRA,1979,16.34446
France,FRA,1980,16.85985
France,FRA,1981,16.98194
France,FRA,1982,17.992
France,FRA,1983,18.64797
France,FRA,1984,18.86752
France,FRA,1985,19.29249
France,FRA,1986,19.4723
France,FRA,1987,18.48448
France,FRA,1988,17.51214
France,FRA,1989,17.50628
France,FRA,1990,16.83448
France,FRA,1991,16.87893
France,FRA,1992,16.98829
France,FRA,1993,17.85212
France,FRA,1994,17.36844
France,FRA,1995,16.79073
France,FRA,1996,15.99484
France,FRA,1997,15.63212
France,FRA,1998,14.81209
France,FRA,1999,14.38218
France,FRA,2000,14.99261
France,FRA,2001,14.45022
France,FRA,2002,14.59405
France,FRA,2003,14.75186
France,FRA,2004,14.49824
France,FRA,2005,14.09153
Gabon,GAB,2002,6.143663
Gabon,GAB,2004,7.745064735
Gabon,GAB,2005,7.745064735
Gambia,GMB,2002,6.174481
Gambia,GMB,2004,6.449156761
Gambia,GMB,2005,6.449156761
Georgia,GEO,1981,6.076667
Georgia,GEO,1982,4.933132
Georgia,GEO,1985,4.419733
Georgia,GEO,1986,4.354987
Georgia,GEO,1987,4.046421
Georgia,GEO,1988,4.041069
Georgia,GEO,1989,4.360628
Georgia,GEO,1990,3.407541
Georgia,GEO,1991,3.398556
Georgia,GEO,1992,4.035575
Georgia,GEO,1994,3.029489
Georgia,GEO,1995,3.767147
Georgia,GEO,1996,4.243863
Georgia,GEO,1997,4.23626
Georgia,GEO,1998,3.172312
Georgia,GEO,1999,4.040097
Georgia,GEO,2000,2.438867
Georgia,GEO,2001,1.812108
Georgia,GEO,2002,2.636733
Georgia,GEO,2004,1.574350119
Georgia,GEO,2005,1.574350119
Germany,DEU,1990,13.66385
Germany,DEU,1991,13.68715
Germany,DEU,1992,13.01187
Germany,DEU,1993,12.24476
Germany,DEU,1994,12.34759
Germany,DEU,1995,12.39623
Germany,DEU,1996,11.75019
Germany,DEU,1997,11.73983
Germany,DEU,1998,11.17164
Germany,DEU,1999,10.62603
Germany,DEU,2000,10.41616
Germany,DEU,2001,10.44023
Germany,DEU,2002,10.30427
Germany,DEU,2003,10.22221
Germany,DEU,2004,9.719625
Germany,DEU,2005,9.211085
Ghana,GHA,2002,5.483176
Ghana,GHA,2004,6.288554668
Ghana,GHA,2005,6.288554668
Greece,GRC,1961,4.290765
Greece,GRC,1962,3.351786
Greece,GRC,1963,3.719273
Greece,GRC,1964,3.110028
Greece,GRC,1965,3.191037
Greece,GRC,1966,3.089904
Greece,GRC,1967,3.286323
Greece,GRC,1968,3.424427
Greece,GRC,1969,3.297191
Greece,GRC,1970,2.90197
Greece,GRC,1971,3.066059
Greece,GRC,1972,2.421791
Greece,GRC,1973,2.671934
Greece,GRC,1974,3.139178
Greece,GRC,1975,2.53475
Greece,GRC,1976,2.509134
Greece,GRC,1977,2.942651
Greece,GRC,1978,2.634506
Greece,GRC,1979,2.558398
Greece,GRC,1980,2.851855
Greece,GRC,1981,2.959483
Greece,GRC,1982,3.137589
Greece,GRC,1983,3.33327
Greece,GRC,1984,3.507659
Greece,GRC,1985,3.529792
Greece,GRC,1986,3.379197
Greece,GRC,1987,3.50369
Greece,GRC,1988,3.392476
Greece,GRC,1989,3.300551
Greece,GRC,1990,2.945486
Greece,GRC,1991,3.068598
Greece,GRC,1992,2.76838
Greece,GRC,1993,3.293962
Greece,GRC,1994,2.779026
Greece,GRC,1995,2.922064
Greece,GRC,1996,2.751279
Greece,GRC,1997,2.973723
Greece,GRC,1998,3.03325
Greece,GRC,1999,2.892445
Greece,GRC,2000,2.911162
Greece,GRC,2001,2.503332
Greece,GRC,2002,2.292947
Greece,GRC,2003,2.775587
Greece,GRC,2004,2.52179
Greece,GRC,2005,2.816705
Grenada,GRD,2002,3.68991
Grenada,GRD,2004,3.576478243
Grenada,GRD,2005,3.576478243
Guatemala,GTM,1963,3.766605
Guatemala,GTM,1964,3.561324
Guatemala,GTM,1965,3.462687
Guatemala,GTM,1966,2.772673
Guatemala,GTM,1967,4.762259
Guatemala,GTM,1968,5.019979
Guatemala,GTM,1969,3.423468
Guatemala,GTM,1970,3.976593
Guatemala,GTM,1971,4.443132
Guatemala,GTM,1977,0.0383766
Guatemala,GTM,1979,1.702128
Guatemala,GTM,1980,1.591387
Guatemala,GTM,1981,0.7140864
Guatemala,GTM,1984,0.9041516
Guatemala,GTM,1986,3.186091
Guatemala,GTM,1987,3.803987
Guatemala,GTM,1988,2.704049
Guatemala,GTM,1989,2.403
Guatemala,GTM,1990,2.316778
Guatemala,GTM,1991,2.309885
Guatemala,GTM,1992,2.585601
Guatemala,GTM,1993,2.376221
Guatemala,GTM,1994,1.827944
Guatemala,GTM,1995,2.733798
Guatemala,GTM,1996,2.135659
Guatemala,GTM,1997,2.18534
Guatemala,GTM,1998,2.405913
Guatemala,GTM,1999,2.756548
Guatemala,GTM,2000,1.975233
Guatemala,GTM,2001,2.232231
Guatemala,GTM,2002,2.875398
Guatemala,GTM,2003,2.637938
Guatemala,GTM,2004,2.441434
Guatemala,GTM,2005,2.234896
Guinea,GIN,2002,7.559197
Guinea,GIN,2004,7.443826199
Guinea,GIN,2005,7.443826199
Guinea-Bissau,GNB,2002,7.160841
Guinea-Bissau,GNB,2004,7.563692093
Guinea-Bissau,GNB,2005,7.563692093
Guyana,GUY,2002,21.03666
Guyana,GUY,2004,35.75287247
Guyana,GUY,2005,35.75287247
Haiti,HTI,2002,1.327544
Haiti,HTI,2004,1.519248009
Haiti,HTI,2005,1.519248009
Honduras,HND,2002,9.136425
Honduras,HND,2004,7.060184479
Honduras,HND,2005,7.060184479
Hungary,HUN,1955,20.56651
Hungary,HUN,1956,19.2651
Hungary,HUN,1957,21.22462
Hungary,HUN,1958,23.01719
Hungary,HUN,1959,25.01546
Hungary,HUN,1960,24.0992
Hungary,HUN,1961,24.43875
Hungary,HUN,1962,23.80812
Hungary,HUN,1963,25.57378
Hungary,HUN,1964,26.82395
Hungary,HUN,1965,27.76844
Hungary,HUN,1966,27.2135
Hungary,HUN,1967,28.61994
Hungary,HUN,1968,30.45475
Hungary,HUN,1969,29.73649
Hungary,HUN,1970,30.75247
Hungary,HUN,1971,31.83216
Hungary,HUN,1972,32.43127
Hungary,HUN,1973,32.05293
Hungary,HUN,1974,35.13136
Hungary,HUN,1975,33.18042
Hungary,HUN,1976,34.7974
Hungary,HUN,1977,34.41054
Hungary,HUN,1978,37.23392
Hungary,HUN,1979,38.48032
Hungary,HUN,1980,39.0257
Hungary,HUN,1981,39.33583
Hungary,HUN,1982,37.30019
Hungary,HUN,1983,39.79675
Hungary,HUN,1984,39.57996
Hungary,HUN,1985,38.0765
Hungary,HUN,1986,38.7937
Hungary,HUN,1987,38.58114
Hungary,HUN,1988,35.17373
Hungary,HUN,1989,35.27217
Hungary,HUN,1990,33.45535
Hungary,HUN,1991,32.32246
Hungary,HUN,1992,32.48295
Hungary,HUN,1993,29.84571
Hungary,HUN,1994,29.13849
Hungary,HUN,1995,26.65895
Hungary,HUN,1996,26.95442
Hungary,HUN,1997,25.09564
Hungary,HUN,1998,25.77442
Hungary,HUN,1999,26.81863
Hungary,HUN,2000,26.17464
Hungary,HUN,2001,23.24695
Hungary,HUN,2002,22.31117
Hungary,HUN,2003,21.50005
Hungary,HUN,2004,21.30929
Hungary,HUN,2005,20.16201
Iceland,ISL,2002,11.5195
Iceland,ISL,2004,11.42618084
Iceland,ISL,2005,11.42618084
India,IND,2002,19.10727
India,IND,2004,18.58382607
India,IND,2005,18.58382607
Indonesia,IDN,2002,12.20369
Indonesia,IDN,2004,11.39611149
Indonesia,IDN,2005,11.39611149
Iran,IRN,2002,8.735305
Iran,IRN,2004,6.021882057
Iran,IRN,2005,6.021882057
Iraq,IRQ,2002,8.374964
Iraq,IRQ,2004,17.03264618
Iraq,IRQ,2005,17.03264618
Ireland,IRL,1950,2.576427
Ireland,IRL,1951,2.5951
Ireland,IRL,1952,2.139424
Ireland,IRL,1953,2.084519
Ireland,IRL,1954,2.020635
Ireland,IRL,1955,2.36204
Ireland,IRL,1956,2.63976
Ireland,IRL,1957,2.478547
Ireland,IRL,1958,2.666456
Ireland,IRL,1959,2.569155
Ireland,IRL,1960,2.859048
Ireland,IRL,1961,3.269393
Ireland,IRL,1962,1.894674
Ireland,IRL,1963,2.566983
Ireland,IRL,1964,2.102345
Ireland,IRL,1965,1.793074
Ireland,IRL,1966,2.288637
Ireland,IRL,1967,2.499259
Ireland,IRL,1968,2.648572
Ireland,IRL,1969,1.81854
Ireland,IRL,1970,1.872287
Ireland,IRL,1971,3.084166
Ireland,IRL,1972,3.215841
Ireland,IRL,1973,3.622531
Ireland,IRL,1974,4.256819
Ireland,IRL,1975,5.251976
Ireland,IRL,1976,5.984446
Ireland,IRL,1977,5.061938
Ireland,IRL,1978,5.406909
Ireland,IRL,1979,5.977359
Ireland,IRL,1980,7.020132
Ireland,IRL,1981,7.216063
Ireland,IRL,1982,7.418434
Ireland,IRL,1983,8.555241
Ireland,IRL,1984,6.993085
Ireland,IRL,1985,8.168057
Ireland,IRL,1986,8.401656
Ireland,IRL,1987,7.21089
Ireland,IRL,1988,7.815588
Ireland,IRL,1989,8.16873
Ireland,IRL,1990,9.989139
Ireland,IRL,1991,10.1047
Ireland,IRL,1992,10.42875
Ireland,IRL,1993,9.286868
Ireland,IRL,1994,11.02657
Ireland,IRL,1995,11.12525
Ireland,IRL,1996,11.22048
Ireland,IRL,1997,12.51227
Ireland,IRL,1998,13.16638
Ireland,IRL,1999,10.99975
Ireland,IRL,2000,11.80496
Ireland,IRL,2001,12.19669
Ireland,IRL,2002,10.93738
Ireland,IRL,2003,10.78193
Ireland,IRL,2004,10.90351
Ireland,IRL,2005,10.36507
Israel,ISR,1975,8.390099
Israel,ISR,1976,8.078858
Israel,ISR,1977,7.223123
Israel,ISR,1978,6.227843
Israel,ISR,1979,7.480589
Israel,ISR,1980,6.553365
Israel,ISR,1981,5.766298
Israel,ISR,1982,5.661121
Israel,ISR,1983,6.476391
Israel,ISR,1984,5.915869
Israel,ISR,1985,5.948347
Israel,ISR,1986,6.992752
Israel,ISR,1987,6.665237
Israel,ISR,1988,7.506437
Israel,ISR,1989,8.217665
Israel,ISR,1990,6.995386
Israel,ISR,1991,7.690311
Israel,ISR,1992,7.780435
Israel,ISR,1993,7.290931
Israel,ISR,1994,7.971104
Israel,ISR,1995,6.60699
Israel,ISR,1996,5.384706
Israel,ISR,1997,6.458297
Israel,ISR,1998,5.37284
Israel,ISR,1999,6.080658
Israel,ISR,2000,6.264348
Israel,ISR,2001,6.154231
Israel,ISR,2002,5.893611
Israel,ISR,2003,6.361498
Israel,ISR,2004,6.088309
Israel,ISR,2005,5.931845
Italy,ITA,1951,6.741952
Italy,ITA,1952,6.215577
Italy,ITA,1953,6.314083
Italy,ITA,1954,5.898098
Italy,ITA,1955,6.432989
Italy,ITA,1956,6.47865
Italy,ITA,1957,6.252029
Italy,ITA,1958,5.940865
Italy,ITA,1959,5.978304
Italy,ITA,1960,5.758146
Italy,ITA,1961,5.20988
Italy,ITA,1962,5.077321
Italy,ITA,1963,4.884308
Italy,ITA,1964,5.01984
Italy,ITA,1965,5.080476
Italy,ITA,1966,4.755507
Italy,ITA,1967,5.072762
Italy,ITA,1968,4.909084
Italy,ITA,1969,5.000934
Italy,ITA,1970,5.186391
Italy,ITA,1971,5.396069
Italy,ITA,1972,5.260768
Italy,ITA,1973,5.075356
Italy,ITA,1974,4.742774
Italy,ITA,1975,4.90521
Italy,ITA,1976,4.944437
Italy,ITA,1977,5.444005
Italy,ITA,1978,5.600551
Italy,ITA,1979,6.052142
Italy,ITA,1980,6.204662
Italy,ITA,1981,5.824463
Italy,ITA,1982,6.243677
Italy,ITA,1983,6.257329
Italy,ITA,1984,6.417727
Italy,ITA,1985,6.722367
Italy,ITA,1986,6.587619
Italy,ITA,1987,6.28534
Italy,ITA,1988,6.018995
Italy,ITA,1989,5.983258
Italy,ITA,1990,5.978657
Italy,ITA,1991,6.046276
Italy,ITA,1992,6.24772
Italy,ITA,1993,6.412189
Italy,ITA,1994,6.182798
Italy,ITA,1995,6.157893
Italy,ITA,1996,6.348938
Italy,ITA,1997,6.265896
Italy,ITA,1998,5.947945
Italy,ITA,1999,5.439456
Italy,ITA,2000,5.431369
Italy,ITA,2001,5.298044
Italy,ITA,2002,5.34118
Italy,ITA,2003,5.234479
Italy,ITA,2004,5.31370163
Italy,ITA,2005,4.930044509
Jamaica,JAM,2002,0.1023526
Jamaica,JAM,2004,4.417507172
Jamaica,JAM,2005,4.417507172
Japan,JPN,1950,24.59151
Japan,JPN,1951,22.29591
Japan,JPN,1952,22.08236
Japan,JPN,1953,23.71347
Japan,JPN,1954,26.39625
Japan,JPN,1955,28.07184
Japan,JPN,1956,27.20567
Japan,JPN,1957,26.59276
Japan,JPN,1958,27.66998
Japan,JPN,1959,24.61028
Japan,JPN,1960,23.21706
Japan,JPN,1961,21.11743
Japan,JPN,1962,18.91668
Japan,JPN,1963,17.30252
Japan,JPN,1964,16.28279
Japan,JPN,1965,15.84236
Japan,JPN,1966,16.12502
Japan,JPN,1967,14.90673
Japan,JPN,1968,15.12224
Japan,JPN,1969,15.03189
Japan,JPN,1970,15.5977
Japan,JPN,1971,15.73448
Japan,JPN,1972,16.93228
Japan,JPN,1973,17.40054
Japan,JPN,1974,17.45248
Japan,JPN,1975,17.71988
Japan,JPN,1976,17.25519
Japan,JPN,1977,17.36071
Japan,JPN,1978,17.03292
Japan,JPN,1979,17.21527
Japan,JPN,1980,16.62432
Japan,JPN,1981,15.94026
Japan,JPN,1982,16.10316
Japan,JPN,1983,19.1621
Japan,JPN,1984,18.27207
Japan,JPN,1985,17.23945
Japan,JPN,1986,18.65963
Japan,JPN,1987,16.91342
Japan,JPN,1988,15.85286
Japan,JPN,1989,14.41714
Japan,JPN,1990,13.47138
Japan,JPN,1991,13.14442
Japan,JPN,1992,13.60945
Japan,JPN,1993,13.2138
Japan,JPN,1994,13.42681
Japan,JPN,1995,13.55417
Japan,JPN,1996,13.8193
Japan,JPN,1997,14.50057
Japan,JPN,1998,19.48383
Japan,JPN,1999,19.21572
Japan,JPN,2000,18.35094
Japan,JPN,2001,17.73354
Japan,JPN,2002,18.02855
Japan,JPN,2003,19.64956
Japan,JPN,2004,18.53678
Japan,JPN,2005,18.94693
Jordan,JOR,2002,24.4132
Jordan,JOR,2004,0.201448724
Jordan,JOR,2005,0.201448724
Kazakhstan,KAZ,1981,25.95578
Kazakhstan,KAZ,1982,25.19905
Kazakhstan,KAZ,1985,25.35711
Kazakhstan,KAZ,1986,18.90608
Kazakhstan,KAZ,1987,18.45182
Kazakhstan,KAZ,1988,19.10512
Kazakhstan,KAZ,1989,21.81671
Kazakhstan,KAZ,1990,20.99151
Kazakhstan,KAZ,1991,19.86248
Kazakhstan,KAZ,1992,21.39656
Kazakhstan,KAZ,1993,25.45937
Kazakhstan,KAZ,1994,25.91698
Kazakhstan,KAZ,1995,30.82395
Kazakhstan,KAZ,1996,32.14676
Kazakhstan,KAZ,1997,31.42593
Kazakhstan,KAZ,1998,30.33114
Kazakhstan,KAZ,1999,27.94533
Kazakhstan,KAZ,2000,30.73418
Kazakhstan,KAZ,2001,30.30312
Kazakhstan,KAZ,2002,28.98491
Kazakhstan,KAZ,2003,29.28847
Kazakhstan,KAZ,2004,28.99517
Kazakhstan,KAZ,2005,25.4046
Kenya,KEN,2002,9.247238
Kenya,KEN,2004,10.93771839
Kenya,KEN,2005,10.93771839
Kuwait,KWT,1972,0.3344417
Kuwait,KWT,1975,0.5039009
Kuwait,KWT,1976,0.2114564
Kuwait,KWT,1977,0.3212973
Kuwait,KWT,1978,1.210655
Kuwait,KWT,1979,0.3448732
Kuwait,KWT,1980,0.9172871
Kuwait,KWT,1981,0.9992955
Kuwait,KWT,1982,0.1200728
Kuwait,KWT,1983,0.4176624
Kuwait,KWT,1984,0.69339
Kuwait,KWT,1985,1.075324
Kuwait,KWT,1986,0.7646793
Kuwait,KWT,1987,1.038386
Kuwait,KWT,1993,1.153198
Kuwait,KWT,1994,1.377272
Kuwait,KWT,1995,1.446493
Kuwait,KWT,1996,1.521961
Kuwait,KWT,1997,1.604368
Kuwait,KWT,1998,1.308118
Kuwait,KWT,1999,1.526372
Kuwait,KWT,2000,1.235284
Kuwait,KWT,2001,1.152414
Kuwait,KWT,2002,1.564255
Kuwait,KWT,2004,1.508789182
Kuwait,KWT,2005,1.498057424
Kyrgyzstan,KGZ,1981,17.47066
Kyrgyzstan,KGZ,1982,17.13514
Kyrgyzstan,KGZ,1985,15.18141
Kyrgyzstan,KGZ,1986,11.66019
Kyrgyzstan,KGZ,1987,14.29389
Kyrgyzstan,KGZ,1988,14.31887
Kyrgyzstan,KGZ,1989,15.29714
Kyrgyzstan,KGZ,1990,16.08053
Kyrgyzstan,KGZ,1991,15.4267
Kyrgyzstan,KGZ,1992,13.81654
Kyrgyzstan,KGZ,1993,16.42881
Kyrgyzstan,KGZ,1994,16.70971
Kyrgyzstan,KGZ,1995,17.27548
Kyrgyzstan,KGZ,1996,13.68134
Kyrgyzstan,KGZ,1997,13.46826
Kyrgyzstan,KGZ,1998,12.96068
Kyrgyzstan,KGZ,1999,13.98882
Kyrgyzstan,KGZ,2000,12.68084
Kyrgyzstan,KGZ,2001,13.07456
Kyrgyzstan,KGZ,2002,13.28607
Kyrgyzstan,KGZ,2003,11.00537
Kyrgyzstan,KGZ,2004,9.828025
Kyrgyzstan,KGZ,2005,9.875281
Laos,LAO,2002,27.75632
Laos,LAO,2004,26.21919823
Laos,LAO,2005,26.21919823
Latvia,LVA,1980,29.73946
Latvia,LVA,1981,30.21741
Latvia,LVA,1982,30.77425
Latvia,LVA,1983,29.75416
Latvia,LVA,1984,30.19956
Latvia,LVA,1985,26.26718
Latvia,LVA,1986,22.45244
Latvia,LVA,1987,20.57013
Latvia,LVA,1988,20.63623
Latvia,LVA,1989,22.74245
Latvia,LVA,1990,23.40659
Latvia,LVA,1991,25.41869
Latvia,LVA,1992,31.31146
Latvia,LVA,1993,37.87399
Latvia,LVA,1994,36.34945
Latvia,LVA,1995,36.20045
Latvia,LVA,1996,32.74305
Latvia,LVA,1997,31.48581
Latvia,LVA,1998,30.4372
Latvia,LVA,1999,26.96423
Latvia,LVA,2000,27.64352
Latvia,LVA,2001,25.62863
Latvia,LVA,2002,24.55983
Latvia,LVA,2003,21.85237
Latvia,LVA,2004,20.02737
Latvia,LVA,2005,20.36959
Lebanon,LBN,2002,6.259573
Lebanon,LBN,2004,5.83831501
Lebanon,LBN,2005,5.83831501
Lesotho,LSO,2002,8.874297
Lesotho,LSO,2004,7.858619213
Lesotho,LSO,2005,7.858619213
Liberia,LBR,2002,10.03827
Liberia,LBR,2004,7.1848526
Liberia,LBR,2005,7.1848526
