Entity,Code,Year,"suicide rate (age-adjusted suicides per 100,000 people)"
Libya,LBY,2002,4.083238
Libya,LBY,2004,4.667024612
Libya,LBY,2005,4.667024612
Lithuania,LTU,1981,32.5018
Lithuania,LTU,1982,32.52202
Lithuania,LTU,1985,32.62048
Lithuania,LTU,1986,24.06269
Lithuania,LTU,1987,27.33072
Lithuania,LTU,1988,25.06441
Lithuania,LTU,1989,25.68806
Lithuania,LTU,1990,24.39866
Lithuania,LTU,1991,29.01119
Lithuania,LTU,1992,32.62127
Lithuania,LTU,1993,39.87783
Lithuania,LTU,1994,43.71309
Lithuania,LTU,1995,43.22044
Lithuania,LTU,1996,44.35212
Lithuania,LTU,1997,42.48084
Lithuania,LTU,1998,39.97705
Lithuania,LTU,1999,40.51219
Lithuania,LTU,2000,42.39795
Lithuania,LTU,2001,39.38716
Lithuania,LTU,2002,40.14809
Lithuania,LTU,2003,37.27885
Lithuania,LTU,2004,35.41642
Lithuania,LTU,2005,33.34186
Luxembourg,LUX,2002,13.37934
Luxembourg,LUX,2004,12.40591812
Luxembourg,LUX,2005,12.40591812
Macedonia,MKD,1991,7.765689
Macedonia,MKD,1992,7.501061
Macedonia,MKD,1993,7.622634
Macedonia,MKD,1994,6.485308
Macedonia,MKD,1995,6.490004
Macedonia,MKD,1996,7.150447
Macedonia,MKD,1997,7.442236
Macedonia,MKD,1998,7.267076
Macedonia,MKD,1999,7.848403
Macedonia,MKD,2000,6.824161
Macedonia,MKD,2001,6.719395
Macedonia,MKD,2002,6.791909
Macedonia,MKD,2003,6.100502
Macedonia,MKD,2004,7.876878262
Macedonia,MKD,2005,7.876878262
Madagascar,MDG,2002,6.373168
Madagascar,MDG,2004,5.767406464
Madagascar,MDG,2005,5.767406464
Malawi,MWI,2002,10.96042
Malawi,MWI,2004,10.17173481
Malawi,MWI,2005,10.17173481
Malaysia,MYS,2002,7.963536
Malaysia,MYS,2004,8.2110672
Malaysia,MYS,2005,8.2110672
Maldives,MDV,2002,7.300285
Maldives,MDV,2004,22.35347939
Maldives,MDV,2005,22.35347939
Mali,MLI,2002,8.259055
Mali,MLI,2004,8.262892723
Mali,MLI,2005,8.262892723
Malta,MLT,2002,5.507131
Malta,MLT,2004,4.551121235
Malta,MLT,2005,4.551121235
Marshall Islands,MHL,2002,7.360439
Marshall Islands,MHL,2004,7.202383518
Marshall Islands,MHL,2005,7.202383518
Mauritania,MRT,2002,7.77528
Mauritania,MRT,2004,6.882952213
Mauritania,MRT,2005,6.882952213
Mauritius,MUS,1961,4.575146
Mauritius,MUS,1962,2.866556
Mauritius,MUS,1963,3.674238
Mauritius,MUS,1964,3.898995
Mauritius,MUS,1965,5.183848
Mauritius,MUS,1966,5.288391
Mauritius,MUS,1967,3.35965
Mauritius,MUS,1968,2.956564
Mauritius,MUS,1969,1.786333
Mauritius,MUS,1970,2.527642
Mauritius,MUS,1971,5.022974
Mauritius,MUS,1972,2.872094
Mauritius,MUS,1973,7.917421
Mauritius,MUS,1974,5.022285
Mauritius,MUS,1975,8.736613
Mauritius,MUS,1976,6.924563
Mauritius,MUS,1977,6.4922
Mauritius,MUS,1978,8.419885
Mauritius,MUS,1979,7.73685
Mauritius,MUS,1980,3.122026
Mauritius,MUS,1981,1.948461
Mauritius,MUS,1982,1.771049
Mauritius,MUS,1983,1.814936
Mauritius,MUS,1984,12.25493
Mauritius,MUS,1985,11.18559
Mauritius,MUS,1986,2.588358
Mauritius,MUS,1987,14.24688
Mauritius,MUS,1988,16.99933
Mauritius,MUS,1989,14.67297
Mauritius,MUS,1990,14.39157
Mauritius,MUS,1991,13.29185
Mauritius,MUS,1992,14.20034
Mauritius,MUS,1993,12.86847
Mauritius,MUS,1994,11.57039
Mauritius,MUS,1995,13.88624
Mauritius,MUS,1996,13.75605
Mauritius,MUS,1997,10.78208
Mauritius,MUS,1998,13.34664
Mauritius,MUS,1999,14.30555
Mauritius,MUS,2000,11.52222
Mauritius,MUS,2001,9.511007
Mauritius,MUS,2002,10.81601
Mauritius,MUS,2003,7.373404
Mauritius,MUS,2004,7.767069
Mauritius,MUS,2005,8.08154
Mexico,MEX,1955,1.542594
Mexico,MEX,1956,1.992249
Mexico,MEX,1957,2.008836
Mexico,MEX,1958,2.393625
Mexico,MEX,1959,2.610376
Mexico,MEX,1960,2.510826
Mexico,MEX,1961,2.354637
Mexico,MEX,1962,2.212371
Mexico,MEX,1963,2.472383
Mexico,MEX,1964,2.430185
Mexico,MEX,1965,2.298479
Mexico,MEX,1966,2.24384
Mexico,MEX,1967,2.701641
Mexico,MEX,1968,2.141833
Mexico,MEX,1969,1.006855
Mexico,MEX,1970,1.603558
Mexico,MEX,1971,0.9858096
Mexico,MEX,1972,0.9885219
Mexico,MEX,1973,0.9116459
Mexico,MEX,1974,2.820369
Mexico,MEX,1975,2.292054
Mexico,MEX,1976,2.120096
Mexico,MEX,1977,2.3518
Mexico,MEX,1978,2.215146
Mexico,MEX,1979,2.061273
Mexico,MEX,1980,1.796119
Mexico,MEX,1981,2.207851
Mexico,MEX,1982,2.146268
Mexico,MEX,1983,1.92694
Mexico,MEX,1984,1.554713
Mexico,MEX,1985,2.517403
Mexico,MEX,1986,2.761398
Mexico,MEX,1987,2.730824
Mexico,MEX,1988,2.657209
Mexico,MEX,1989,2.869194
Mexico,MEX,1990,2.86492
Mexico,MEX,1991,2.96753
Mexico,MEX,1992,3.143804
Mexico,MEX,1993,3.216493
Mexico,MEX,1994,3.438644
Mexico,MEX,1995,3.653995
Mexico,MEX,1996,3.634392
Mexico,MEX,1997,3.837153
Mexico,MEX,1998,3.716372
Mexico,MEX,1999,3.641276
Mexico,MEX,2000,3.724148
Mexico,MEX,2001,4.013422
Mexico,MEX,2002,3.987383
Mexico,MEX,2003,4.202872
Mexico,MEX,2004,4.157453
Mexico,MEX,2005,4.288574
Micronesia (country),FSM,2002,5.021117
Micronesia (country),FSM,2004,4.762269974
Micronesia (country),FSM,2005,4.762269974
Moldova,MDA,1981,20.19888
Moldova,MDA,1982,20.85837
Moldova,MDA,1985,20.84619
Moldova,MDA,1986,18.78923
Moldova,MDA,1987,17.09118
Moldova,MDA,1988,16.99799
Moldova,MDA,1989,17.43347
Moldova,MDA,1990,15.1531
Moldova,MDA,1991,16.87156
Moldova,MDA,1992,15.97782
Moldova,MDA,1993,16.81451
Moldova,MDA,1994,18.20349
Moldova,MDA,1995,18.43415
Moldova,MDA,1996,17.63706
Moldova,MDA,1997,17.05586
Moldova,MDA,1998,15.5725
Moldova,MDA,1999,15.46219
Moldova,MDA,2000,14.19726
Moldova,MDA,2001,16.23094
Moldova,MDA,2002,15.16075
Moldova,MDA,2003,15.89185
Moldova,MDA,2004,15.15584
Moldova,MDA,2005,15.53849
Monaco,MCO,2002,11.5589
Monaco,MCO,2004,11.1510725
Monaco,MCO,2005,11.1510725
Mongolia,MNG,2002,14.31175
Mongolia,MNG,2004,13.08961582
Mongolia,MNG,2005,13.08961582
Morocco,MAR,2002,2.431653
Morocco,MAR,2004,2.109413624
Morocco,MAR,2005,2.109413624
Mozambique,MOZ,2002,6.14396
Mozambique,MOZ,2004,10.55037498
Mozambique,MOZ,2005,10.55037498
Myanmar,MMR,2002,11.47028
Myanmar,MMR,2004,10.11499691
Myanmar,MMR,2005,10.11499691
Namibia,NAM,2002,9.535017
Namibia,NAM,2004,8.021969795
Namibia,NAM,2005,8.021969795
Nauru,NRU,2002,4.069722
Nauru,NRU,2004,4.079525471
Nauru,NRU,2005,4.079525471
Nepal,NPL,2002,12.42371
Nepal,NPL,2004,11.65520954
Nepal,NPL,2005,11.65520954
Netherlands,NLD,1950,5.820827
Netherlands,NLD,1951,6.296042
Netherlands,NLD,1952,6.490525
Netherlands,NLD,1953,6.708554
Netherlands,NLD,1954,6.418634
Netherlands,NLD,1955,6.137309
Netherlands,NLD,1956,6.024011
Netherlands,NLD,1957,6.402703
Netherlands,NLD,1958,6.724334
Netherlands,NLD,1959,6.99654
Netherlands,NLD,1960,6.644284
Netherlands,NLD,1961,6.562959
Netherlands,NLD,1962,6.530163
Netherlands,NLD,1963,6.089311
Netherlands,NLD,1964,6.484751
Netherlands,NLD,1965,6.784865
Netherlands,NLD,1966,6.974983
Netherlands,NLD,1967,6.155667
Netherlands,NLD,1968,6.136596
Netherlands,NLD,1969,7.181813
Netherlands,NLD,1970,7.819364
Netherlands,NLD,1971,7.983579
Netherlands,NLD,1972,7.96256
Netherlands,NLD,1973,8.476431
Netherlands,NLD,1974,8.901922
Netherlands,NLD,1975,8.604482
Netherlands,NLD,1976,9.035349
Netherlands,NLD,1977,8.780551
Netherlands,NLD,1978,9.135732
Netherlands,NLD,1979,9.801365
Netherlands,NLD,1980,9.371664
Netherlands,NLD,1981,9.240136
Netherlands,NLD,1982,9.772309
Netherlands,NLD,1983,10.76355
Netherlands,NLD,1984,11.09751
Netherlands,NLD,1985,10.10531
Netherlands,NLD,1986,9.736112
Netherlands,NLD,1987,9.683856
Netherlands,NLD,1988,9.006235
Netherlands,NLD,1989,8.992529
Netherlands,NLD,1990,8.410317
Netherlands,NLD,1991,9.204144
Netherlands,NLD,1992,8.964912
Netherlands,NLD,1993,8.777864
Netherlands,NLD,1994,8.8611
Netherlands,NLD,1995,8.446718
Netherlands,NLD,1996,8.656008
Netherlands,NLD,1997,8.704878
Netherlands,NLD,1998,8.236586
Netherlands,NLD,1999,8.246371
Netherlands,NLD,2000,8.000276
Netherlands,NLD,2001,7.799189
Netherlands,NLD,2002,8.234311
Netherlands,NLD,2003,7.788221
Netherlands,NLD,2004,7.801102
Netherlands,NLD,2005,8.164005
New Zealand,NZL,1950,9.0554
New Zealand,NZL,1951,9.763074
New Zealand,NZL,1952,10.14251
New Zealand,NZL,1953,9.711038
New Zealand,NZL,1954,8.59666
New Zealand,NZL,1955,9.072195
New Zealand,NZL,1956,9.458788
New Zealand,NZL,1957,10.02139
New Zealand,NZL,1958,10.16197
New Zealand,NZL,1959,9.24017
New Zealand,NZL,1960,10.2839
New Zealand,NZL,1961,9.060349
New Zealand,NZL,1962,9.04999
New Zealand,NZL,1963,10.28979
New Zealand,NZL,1964,8.602016
New Zealand,NZL,1965,9.86611
New Zealand,NZL,1966,9.772851
New Zealand,NZL,1967,10.93388
New Zealand,NZL,1968,10.42069
New Zealand,NZL,1969,10.73066
New Zealand,NZL,1970,10.19759
New Zealand,NZL,1971,8.871929
New Zealand,NZL,1972,9.487917
New Zealand,NZL,1973,9.232681
New Zealand,NZL,1974,9.549904
New Zealand,NZL,1975,10.10023
New Zealand,NZL,1976,9.691712
New Zealand,NZL,1977,12.40648
New Zealand,NZL,1978,10.64097
New Zealand,NZL,1979,9.95038
New Zealand,NZL,1980,10.79644
New Zealand,NZL,1981,10.18198
New Zealand,NZL,1982,11.27103
New Zealand,NZL,1983,10.73867
New Zealand,NZL,1984,11.66898
New Zealand,NZL,1985,9.995724
New Zealand,NZL,1986,12.30094
New Zealand,NZL,1987,13.5976
New Zealand,NZL,1988,13.98206
New Zealand,NZL,1989,13.45858
New Zealand,NZL,1990,13.10906
New Zealand,NZL,1991,13.20053
New Zealand,NZL,1992,13.61933
New Zealand,NZL,1993,12.02431
New Zealand,NZL,1994,13.67746
New Zealand,NZL,1995,14.53862
New Zealand,NZL,1996,14.21908
New Zealand,NZL,1997,14.83414
New Zealand,NZL,1998,15.02567
New Zealand,NZL,1999,13.34678
New Zealand,NZL,2000,11.83916
New Zealand,NZL,2001,12.91569
New Zealand,NZL,2002,11.67196
New Zealand,NZL,2003,12.41268
New Zealand,NZL,2004,11.81556
New Zealand,NZL,2005,12.17976
Nicaragua,NIC,2002,13.15647
Nicaragua,NIC,2004,12.12226868
Nicaragua,NIC,2005,12.12226868
Niger,NER,2002,9.237587
Niger,NER,2004,9.257975578
Niger,NER,2005,9.257975578
Nigeria,NGA,2002,7.281508
Nigeria,NGA,2004,7.631049633
Nigeria,NGA,2005,7.631049633
Niue,NIU,2002,4.409268
Niue,NIU,2004,4.217076302
Niue,NIU,2005,4.217076302
North Korea,PRK,2002,5.166117
North Korea,PRK,2004,4.735673428
North Korea,PRK,2005,4.735673428
Norway,NOR,1951,5.949848
Norway,NOR,1952,6.338094
Norway,NOR,1953,6.933944
Norway,NOR,1954,6.780933
Norway,NOR,1955,6.805039
Norway,NOR,1956,6.656648
Norway,NOR,1957,6.65373
Norway,NOR,1958,6.561034
Norway,NOR,1959,7.132935
Norway,NOR,1960,6.053056
Norway,NOR,1961,6.249229
Norway,NOR,1962,7.249916
Norway,NOR,1963,7.292679
Norway,NOR,1964,6.609901
Norway,NOR,1965,7.193688
Norway,NOR,1966,6.464213
Norway,NOR,1967,6.344692
Norway,NOR,1968,7.568803
Norway,NOR,1969,7.584558
Norway,NOR,1970,7.94972
Norway,NOR,1971,7.772841
Norway,NOR,1972,8.516699
Norway,NOR,1973,8.158231
Norway,NOR,1974,9.948808
Norway,NOR,1975,9.354595
Norway,NOR,1976,10.17054
Norway,NOR,1977,11.02213
Norway,NOR,1978,11.18785
Norway,NOR,1979,11.58347
Norway,NOR,1980,11.61248
Norway,NOR,1981,12.13646
Norway,NOR,1982,13.33471
Norway,NOR,1983,13.70544
Norway,NOR,1984,13.35334
Norway,NOR,1985,13.37068
Norway,NOR,1986,13.01929
Norway,NOR,1987,14.25503
Norway,NOR,1988,15.64157
Norway,NOR,1989,14.2321
Norway,NOR,1990,14.02974
Norway,NOR,1991,14.41485
Norway,NOR,1992,13.0069
Norway,NOR,1993,12.28191
Norway,NOR,1994,11.38587
Norway,NOR,1995,11.55208
Norway,NOR,1996,10.7995
Norway,NOR,1997,10.91138
Norway,NOR,1998,11.60942
Norway,NOR,1999,12.41599
Norway,NOR,2000,11.44005
Norway,NOR,2001,11.28768
Norway,NOR,2002,9.992784
Norway,NOR,2003,10.35183
Norway,NOR,2004,10.72357
Norway,NOR,2005,10.823
Oman,OMN,2002,3.814847
Oman,OMN,2004,3.716739416
Oman,OMN,2005,3.716739416
Pakistan,PAK,2002,13.96756
Pakistan,PAK,2004,12.86981487
Pakistan,PAK,2005,12.86981487
Palau,PLW,2002,5.579326
Palau,PLW,2004,5.554276466
Palau,PLW,2005,5.554276466
Panama,PAN,1984,1.634696
Panama,PAN,1985,3.117213
Panama,PAN,1986,4.503479
Panama,PAN,1987,4.578268
Panama,PAN,1988,4.238075
Panama,PAN,1989,3.407573
Panama,PAN,1996,4.583152
Panama,PAN,1997,5.682899
Panama,PAN,1998,5.705083
Panama,PAN,1999,5.420964
Panama,PAN,2000,5.349835
Panama,PAN,2001,5.826587
Panama,PAN,2002,5.814389
Panama,PAN,2003,6.69641
Panama,PAN,2004,6.195792
Panama,PAN,2005,6.1052819
Papua New Guinea,PNG,2002,12.44662
Papua New Guinea,PNG,2004,11.95694065
Papua New Guinea,PNG,2005,11.95694065
Paraguay,PRY,1994,3.006316
Paraguay,PRY,1995,2.912517
Paraguay,PRY,1996,2.378467
Paraguay,PRY,1997,2.833245
Paraguay,PRY,1998,3.239362
Paraguay,PRY,1999,3.577368
Paraguay,PRY,2000,3.373229
Paraguay,PRY,2001,3.188297
Paraguay,PRY,2002,3.418299
Paraguay,PRY,2003,3.385875
Paraguay,PRY,2004,4.474054
Paraguay,PRY,2005,4.409532
Peru,PER,2002,1.8759
Peru,PER,2004,1.658907771
Peru,PER,2005,1.658907771
Philippines,PHL,1992,0.6353301
Philippines,PHL,1993,1.469929
Philippines,PHL,1997,1.350521
Philippines,PHL,1998,1.43672
Philippines,PHL,1999,1.661201
Philippines,PHL,2000,2.188521
Philippines,PHL,2001,1.809625
Philippines,PHL,2002,1.866777
Philippines,PHL,2003,2.186046
Philippines,PHL,2004,1.922485113
Philippines,PHL,2005,1.922485113
Poland,POL,1959,7.339004
Poland,POL,1960,8.736814
Poland,POL,1961,9.564972
Poland,POL,1962,10.05943
Poland,POL,1963,9.06005
Poland,POL,1964,9.172454
Poland,POL,1965,9.625675
Poland,POL,1966,10.47866
Poland,POL,1967,10.6868
Poland,POL,1968,11.04561
Poland,POL,1969,11.50053
Poland,POL,1970,11.5039
Poland,POL,1971,11.82271
Poland,POL,1972,11.99342
Poland,POL,1973,11.67589
Poland,POL,1974,11.11854
Poland,POL,1975,11.13316
Poland,POL,1976,11.86378
Poland,POL,1977,12.11314
Poland,POL,1978,12.96601
Poland,POL,1979,12.47814
Poland,POL,1983,12.14406
Poland,POL,1984,13.7317
Poland,POL,1985,13.03489
Poland,POL,1986,12.76347
Poland,POL,1987,13.03219
Poland,POL,1988,11.92608
Poland,POL,1989,11.04187
Poland,POL,1990,12.68793
Poland,POL,1991,13.43896
Poland,POL,1992,14.31187
Poland,POL,1993,13.98428
Poland,POL,1994,13.58305
Poland,POL,1995,13.36345
Poland,POL,1996,13.10995
Poland,POL,1999,13.56346
Poland,POL,2000,13.78471
Poland,POL,2001,13.65072
Poland,POL,2002,13.6517
Poland,POL,2003,13.38901
Poland,POL,2004,13.81242
Poland,POL,2005,13.63706
Portugal,PRT,1955,9.764024
Portugal,PRT,1956,10.68105
Portugal,PRT,1957,8.586464
Portugal,PRT,1958,9.343464
Portugal,PRT,1959,9.703836
Portugal,PRT,1960,9.007988
Portugal,PRT,1961,9.241166
Portugal,PRT,1962,8.76357
Portugal,PRT,1963,9.724659
Portugal,PRT,1964,9.650346
Portugal,PRT,1965,9.415473
Portugal,PRT,1966,9.795267
Portugal,PRT,1967,10.14005
Portugal,PRT,1968,9.452449
Portugal,PRT,1969,8.68035
Portugal,PRT,1970,8.103641
Portugal,PRT,1971,8.103888
Portugal,PRT,1972,7.841224
Portugal,PRT,1973,8.201069
Portugal,PRT,1974,8.049552
Portugal,PRT,1975,8.096562
Portugal,PRT,1976,8.302361
Portugal,PRT,1977,8.719281
Portugal,PRT,1978,9.029814
Portugal,PRT,1979,9.504736
Portugal,PRT,1980,7.085851
Portugal,PRT,1981,7.323402
Portugal,PRT,1982,7.759789
Portugal,PRT,1983,9.075723
Portugal,PRT,1984,9.594799
Portugal,PRT,1985,8.797668
Portugal,PRT,1986,8.301185
Portugal,PRT,1987,8.450044
Portugal,PRT,1988,7.000268
Portugal,PRT,1989,6.273369
Portugal,PRT,1990,7.357389
Portugal,PRT,1991,7.869371
Portugal,PRT,1992,7.127646
Portugal,PRT,1993,6.269461
Portugal,PRT,1994,6.145826
Portugal,PRT,1995,6.410863
Portugal,PRT,1996,4.892168
Portugal,PRT,1997,4.765046
Portugal,PRT,1998,4.110432
Portugal,PRT,1999,3.881602
Portugal,PRT,2000,3.696454
Portugal,PRT,2001,5.546455
Portugal,PRT,2002,8.800402
Portugal,PRT,2003,8.100833
Portugal,PRT,2004,8.188375473
Portugal,PRT,2005,8.188375473
Qatar,QAT,2002,3.256135
Qatar,QAT,2004,2.515720844
Qatar,QAT,2005,2.515720844
Romania,ROU,1989,10.38418
Romania,ROU,1990,8.392699
Romania,ROU,1991,8.661991
Romania,ROU,1992,10.72752
Romania,ROU,1993,11.27867
Romania,ROU,1994,11.7192
Romania,ROU,1995,11.34378
Romania,ROU,1996,11.35801
Romania,ROU,1997,11.55556
Romania,ROU,1998,11.27186
Romania,ROU,1999,10.78912
Romania,ROU,2000,11.10574
Romania,ROU,2001,10.66391
Romania,ROU,2002,12.20508
Romania,ROU,2003,11.38388
Romania,ROU,2004,10.63957
Romania,ROU,2005,10.05932
Russia,RUS,1980,32.61327
Russia,RUS,1981,31.97382
Russia,RUS,1982,32.35289
Russia,RUS,1985,29.07068
Russia,RUS,1986,21.37716
Russia,RUS,1987,21.51458
Russia,RUS,1988,22.58067
Russia,RUS,1989,23.98959
Russia,RUS,1990,24.66499
Russia,RUS,1991,24.67332
Russia,RUS,1992,28.77415
Russia,RUS,1993,35.33885
Russia,RUS,1994,38.99647
Russia,RUS,1995,38.40206
Russia,RUS,1996,36.31998
Russia,RUS,1997,34.26565
Russia,RUS,1998,32.09895
Russia,RUS,1999,35.32395
Russia,RUS,2000,35.24324
Russia,RUS,2001,35.49273
Russia,RUS,2002,34.11
Russia,RUS,2003,31.46093
Russia,RUS,2004,29.86262
Russia,RUS,2005,27.87416
Rwanda,RWA,2002,10.7916
Rwanda,RWA,2004,13.11794853
Rwanda,RWA,2005,13.11794853
Saint Lucia,LCA,2002,5.848927
Saint Lucia,LCA,2004,8.21094799
Saint Lucia,LCA,2005,8.21094799
Saint Vincent and the Grenadines,VCT,2002,8.423156
Saint Vincent and the Grenadines,VCT,2004,9.593027115
Saint Vincent and the Grenadines,VCT,2005,9.593027115
Samoa,WSM,2002,5.410833
Samoa,WSM,2004,5.542323589
Samoa,WSM,2005,5.542323589
San Marino,SMR,2002,7.093159
San Marino,SMR,2004,6.087670803
San Marino,SMR,2005,6.087670803
Sao Tome and Principe,STP,2002,9.090421
Sao Tome and Principe,STP,2004,10.49314976
Sao Tome and Principe,STP,2005,10.49314976
Saudi Arabia,SAU,2002,5.955035
Saudi Arabia,SAU,2004,6.401537895
Saudi Arabia,SAU,2005,6.401537895
Senegal,SEN,2002,6.410122
Senegal,SEN,2004,6.81143856
Senegal,SEN,2005,6.81143856
Serbia,SRB,1998,15.06986
Serbia,SRB,1999,16.05071
Serbia,SRB,2000,15.50049
Serbia,SRB,2001,14.46464
Serbia,SRB,2002,14.2481
Serbia,SRB,2003,13.74888
Serbia,SRB,2004,12.97721
Serbia,SRB,2005,13.71634
Serbia and Montenegro,OWID_SRM,1997,14.14686
Serbia and Montenegro,OWID_SRM,1998,12.63675
Serbia and Montenegro,OWID_SRM,1999,13.34126
Serbia and Montenegro,OWID_SRM,2000,12.89358
Serbia and Montenegro,OWID_SRM,2001,14.43999
Serbia and Montenegro,OWID_SRM,2002,14.3126
Serbia and Montenegro,OWID_SRM,2004,14.46964836
Serbia and Montenegro,OWID_SRM,2005,14.46964836
Seychelles,SYC,2002,10.17655
Seychelles,SYC,2004,9.507927895
Seychelles,SYC,2005,9.507927895
Sierra Leone,SLE,2002,13.64068
Sierra Leone,SLE,2004,11.98049736
Sierra Leone,SLE,2005,11.98049736
Singapore,SGP,1963,15.6672
Singapore,SGP,1964,14.75906
Singapore,SGP,1965,14.09774
Singapore,SGP,1966,16.72129
Singapore,SGP,1967,15.98031
Singapore,SGP,1968,19.42398
Singapore,SGP,1969,13.9952
Singapore,SGP,1970,13.73209
Singapore,SGP,1971,16.35336
Singapore,SGP,1972,16.65082
Singapore,SGP,1973,15.64216
Singapore,SGP,1974,13.70407
Singapore,SGP,1975,15.86606
Singapore,SGP,1976,15.03358
Singapore,SGP,1977,12.9747
Singapore,SGP,1978,14.89002
Singapore,SGP,1979,14.15758
Singapore,SGP,1980,13.21455
Singapore,SGP,1981,9.031859
Singapore,SGP,1982,11.54369
Singapore,SGP,1983,12.48183
Singapore,SGP,1984,9.511345
Singapore,SGP,1985,14.50564
Singapore,SGP,1986,14.41016
Singapore,SGP,1987,12.83475
Singapore,SGP,1988,15.44338
Singapore,SGP,1989,15.97309
Singapore,SGP,1990,13.36842
Singapore,SGP,1991,10.93564
Singapore,SGP,1992,9.741329
Singapore,SGP,1993,9.713158
Singapore,SGP,1994,10.96703
Singapore,SGP,1995,12.3293
Singapore,SGP,1996,8.06874
Singapore,SGP,1997,9.523671
Singapore,SGP,1998,10.5003
Singapore,SGP,1999,8.279798
Singapore,SGP,2000,8.996689
Singapore,SGP,2001,8.90111
Singapore,SGP,2002,8.919598
Singapore,SGP,2003,8.83317
Singapore,SGP,2004,8.683154
Singapore,SGP,2005,9.127511
Slovakia,SVK,1992,14.08595
Slovakia,SVK,1993,13.11195
Slovakia,SVK,1994,12.27202
Slovakia,SVK,1995,12.85946
Slovakia,SVK,1996,11.59665
Slovakia,SVK,1997,10.7445
Slovakia,SVK,1998,11.31283
Slovakia,SVK,1999,11.54251
Slovakia,SVK,2000,11.96882
Slovakia,SVK,2001,11.35117
Slovakia,SVK,2002,11.53703
Slovakia,SVK,2003,12.07549
Slovakia,SVK,2004,10.75127
Slovakia,SVK,2005,10.64574
Slovenia,SVN,1985,29.96108
Slovenia,SVN,1986,27.17877
Slovenia,SVN,1987,27.93761
Slovenia,SVN,1988,28.47483
Slovenia,SVN,1989,30.45968
Slovenia,SVN,1990,24.43765
Slovenia,SVN,1991,28.39221
Slovenia,SVN,1992,25.59074
Slovenia,SVN,1993,27.03557
Slovenia,SVN,1994,26.88709
Slovenia,SVN,1995,24.31161
Slovenia,SVN,1996,25.64912
Slovenia,SVN,1997,25.30084
Slovenia,SVN,1998,26.17643
Slovenia,SVN,1999,24.62593
Slovenia,SVN,2000,23.93481
Slovenia,SVN,2001,23.37028
Slovenia,SVN,2002,21.29828
Slovenia,SVN,2003,21.99888
Slovenia,SVN,2004,20.05259
Slovenia,SVN,2005,19.42261
