Entity,Code,Year,"suicide rate (age-adjusted suicides per 100,000 people)"
Solomon Islands,SLB,2002,4.682738
Solomon Islands,SLB,2004,4.484752655
Solomon Islands,SLB,2005,4.484752655
Somalia,SOM,2002,10.09256
Somalia,SOM,2004,29.86416435
Somalia,SOM,2005,29.86416435
South Africa,ZAF,2002,12.59825
South Africa,ZAF,2004,15.714571
South Africa,ZAF,2005,15.714571
South Korea,KOR,1985,9.882329
South Korea,KOR,1986,9.032893
South Korea,KOR,1987,8.468999
South Korea,KOR,1988,7.340459
South Korea,KOR,1989,7.436526
South Korea,KOR,1990,7.594887
South Korea,KOR,1991,7.238297
South Korea,KOR,1992,8.208565
South Korea,KOR,1993,9.543824
South Korea,KOR,1994,9.590639
South Korea,KOR,1995,10.65248
South Korea,KOR,1996,12.66524
South Korea,KOR,1997,12.823
South Korea,KOR,1998,17.89061
South Korea,KOR,1999,14.63078
South Korea,KOR,2000,13.15629
South Korea,KOR,2001,13.95559
South Korea,KOR,2002,17.10887
South Korea,KOR,2003,21.20205
South Korea,KOR,2004,21.88241
South Korea,KOR,2005,22.40456
Spain,ESP,1951,6.002937
Spain,ESP,1952,6.088732
Spain,ESP,1953,6.044108
Spain,ESP,1954,5.903178
Spain,ESP,1955,5.536589
Spain,ESP,1956,5.30954
Spain,ESP,1957,5.280958
Spain,ESP,1958,5.039659
Spain,ESP,1959,5.15363
Spain,ESP,1960,5.520239
Spain,ESP,1961,5.153321
Spain,ESP,1962,4.831709
Spain,ESP,1963,4.821046
Spain,ESP,1964,4.801649
Spain,ESP,1965,4.588103
Spain,ESP,1966,4.460283
Spain,ESP,1967,4.289072
Spain,ESP,1968,4.108692
Spain,ESP,1969,4.217566
Spain,ESP,1970,3.856842
Spain,ESP,1971,4.086316
Spain,ESP,1972,4.21391
Spain,ESP,1973,3.980632
Spain,ESP,1974,3.733753
Spain,ESP,1975,3.674462
Spain,ESP,1976,3.8569
Spain,ESP,1977,3.807381
Spain,ESP,1978,3.832891
Spain,ESP,1979,3.858464
Spain,ESP,1980,4.074317
Spain,ESP,1981,4.204177
Spain,ESP,1982,4.445822
Spain,ESP,1983,5.082625
Spain,ESP,1984,5.760107
Spain,ESP,1985,5.697421
Spain,ESP,1986,6.221115
Spain,ESP,1987,6.198634
Spain,ESP,1988,6.51844
Spain,ESP,1989,6.489957
Spain,ESP,1990,6.24552
Spain,ESP,1991,6.136345
Spain,ESP,1992,5.799902
Spain,ESP,1993,6.374966
Spain,ESP,1994,6.576002
Spain,ESP,1995,6.438225
Spain,ESP,1996,6.783312
Spain,ESP,1997,6.762559
Spain,ESP,1998,6.459838
Spain,ESP,1999,6.21019
Spain,ESP,2000,6.479599
Spain,ESP,2001,5.983665
Spain,ESP,2002,6.222061
Spain,ESP,2003,6.301854
Spain,ESP,2004,6.247683
Spain,ESP,2005,5.888479
Sri Lanka,LKA,1950,8.411093
Sri Lanka,LKA,1951,9.073273
Sri Lanka,LKA,1952,8.763982
Sri Lanka,LKA,1953,9.034234
Sri Lanka,LKA,1954,10.22454
Sri Lanka,LKA,1955,9.111322
Sri Lanka,LKA,1956,10.25548
Sri Lanka,LKA,1957,10.87995
Sri Lanka,LKA,1958,11.22152
Sri Lanka,LKA,1959,10.7647
Sri Lanka,LKA,1960,12.93573
Sri Lanka,LKA,1961,12.5786
Sri Lanka,LKA,1962,14.81982
Sri Lanka,LKA,1963,15.67052
Sri Lanka,LKA,1964,17.49431
Sri Lanka,LKA,1965,16.24983
Sri Lanka,LKA,1966,16.48888
Sri Lanka,LKA,1967,21.32496
Sri Lanka,LKA,1968,21.39651
Sri Lanka,LKA,1977,21.28532
Sri Lanka,LKA,1980,32.41936
Sri Lanka,LKA,1981,32.34711
Sri Lanka,LKA,1982,34.98421
Sri Lanka,LKA,1983,38.27076
Sri Lanka,LKA,1984,39.0163
Sri Lanka,LKA,1985,38.07233
Sri Lanka,LKA,1986,35.89977
Sri Lanka,LKA,2002,31.96863
Sri Lanka,LKA,2004,28.10404587
Sri Lanka,LKA,2005,28.10404587
Sudan,SDN,2002,8.698104
Sudan,SDN,2004,9.709555626
Sudan,SDN,2005,9.709555626
Suriname,SUR,2002,18.16088
Suriname,SUR,2004,20.7474308
Suriname,SUR,2005,20.7474308
Swaziland,SWZ,2002,6.360499
Swaziland,SWZ,2004,12.87222195
Swaziland,SWZ,2005,12.87222195
Sweden,SWE,1951,14.55992
Sweden,SWE,1952,14.89569
Sweden,SWE,1953,16.38975
Sweden,SWE,1954,14.8011
Sweden,SWE,1955,15.53932
Sweden,SWE,1956,17.58902
Sweden,SWE,1957,17.43832
Sweden,SWE,1958,14.90001
Sweden,SWE,1959,15.86812
Sweden,SWE,1960,15.2327
Sweden,SWE,1961,14.73442
Sweden,SWE,1962,16.2228
Sweden,SWE,1963,16.32049
Sweden,SWE,1964,17.42311
Sweden,SWE,1965,16.62649
Sweden,SWE,1966,17.66613
Sweden,SWE,1967,19.30806
Sweden,SWE,1968,19.36115
Sweden,SWE,1969,19.5681
Sweden,SWE,1970,19.88535
Sweden,SWE,1971,18.19591
Sweden,SWE,1972,18.19821
Sweden,SWE,1973,18.63019
Sweden,SWE,1974,17.76685
Sweden,SWE,1975,17.47587
Sweden,SWE,1976,17.04633
Sweden,SWE,1977,17.41359
Sweden,SWE,1978,16.82889
Sweden,SWE,1979,18.16812
Sweden,SWE,1980,17.2743
Sweden,SWE,1981,15.28357
Sweden,SWE,1982,16.83182
Sweden,SWE,1983,16.53193
Sweden,SWE,1984,17.24587
Sweden,SWE,1985,15.72008
Sweden,SWE,1986,16.13395
Sweden,SWE,1987,15.70118
Sweden,SWE,1988,16.19208
Sweden,SWE,1989,16.02465
Sweden,SWE,1990,14.34026
Sweden,SWE,1991,14.64007
Sweden,SWE,1992,13.00007
Sweden,SWE,1993,13.2547
Sweden,SWE,1994,12.3852
Sweden,SWE,1995,12.8048
Sweden,SWE,1996,11.83133
Sweden,SWE,1997,11.5211
Sweden,SWE,1998,11.32528
Sweden,SWE,1999,11.58661
Sweden,SWE,2000,10.50198
Sweden,SWE,2001,10.84564
Sweden,SWE,2002,10.97088
Sweden,SWE,2003,10.37456
Sweden,SWE,2004,10.68662
Sweden,SWE,2005,11.11583
Switzerland,CHE,1951,19.60526
Switzerland,CHE,1952,19.82315
Switzerland,CHE,1953,20.13758
Switzerland,CHE,1954,20.83422
Switzerland,CHE,1955,19.63045
Switzerland,CHE,1956,19.80364
Switzerland,CHE,1957,19.26623
Switzerland,CHE,1958,19.4159
Switzerland,CHE,1959,17.98966
Switzerland,CHE,1960,17.78563
Switzerland,CHE,1961,17.05184
Switzerland,CHE,1962,17.73772
Switzerland,CHE,1963,16.13738
Switzerland,CHE,1964,15.95987
Switzerland,CHE,1965,17.28978
Switzerland,CHE,1966,17.3628
Switzerland,CHE,1967,16.70741
Switzerland,CHE,1968,16.16756
Switzerland,CHE,1969,16.24692
Switzerland,CHE,1970,17.27734
Switzerland,CHE,1971,17.30537
Switzerland,CHE,1972,18.16105
Switzerland,CHE,1973,17.28867
Switzerland,CHE,1974,18.81595
Switzerland,CHE,1975,20.89678
Switzerland,CHE,1976,20.31346
Switzerland,CHE,1977,21.83301
Switzerland,CHE,1978,21.83531
Switzerland,CHE,1979,22.36834
Switzerland,CHE,1980,22.78979
Switzerland,CHE,1981,21.00935
Switzerland,CHE,1982,21.80501
Switzerland,CHE,1983,22.06875
Switzerland,CHE,1984,21.64091
Switzerland,CHE,1985,21.66124
Switzerland,CHE,1986,19.58177
Switzerland,CHE,1987,20.18012
Switzerland,CHE,1988,18.85795
Switzerland,CHE,1989,19.18289
Switzerland,CHE,1990,18.16399
Switzerland,CHE,1991,18.7156
Switzerland,CHE,1992,17.29281
Switzerland,CHE,1993,16.97251
Switzerland,CHE,1994,17.73643
Switzerland,CHE,1995,16.60126
Switzerland,CHE,1996,16.73695
Switzerland,CHE,1997,15.4908
Switzerland,CHE,1998,15.63122
Switzerland,CHE,1999,14.63556
Switzerland,CHE,2000,15.41755
Switzerland,CHE,2001,14.58222
Switzerland,CHE,2002,15.45505
Switzerland,CHE,2003,13.21985
Switzerland,CHE,2004,13.09476
Switzerland,CHE,2005,13.23981
Syria,SYR,2002,0.5609214
Syria,SYR,2004,0.523527563
Syria,SYR,2005,0.523527563
Tajikistan,TJK,2002,6.511811
Tajikistan,TJK,2004,2.648980856
Tajikistan,TJK,2005,2.648980856
Tanzania,TZA,2002,3.591502
Tanzania,TZA,2004,12.41118145
Tanzania,TZA,2005,12.41118145
Thailand,THA,2002,10.68856
Thailand,THA,2004,9.847459793
Thailand,THA,2005,9.847459793
Timor,TLS,2002,13.07974
Timor,TLS,2004,9.633114815
Timor,TLS,2005,9.633114815
Togo,TGO,2002,6.584218
Togo,TGO,2004,6.369887829
Togo,TGO,2005,6.369887829
Tonga,TON,2002,4.583961
Tonga,TON,2004,4.527851582
Tonga,TON,2005,4.527851582
Trinidad and Tobago,TTO,1951,4.269865
Trinidad and Tobago,TTO,1952,5.576343
Trinidad and Tobago,TTO,1953,6.223582
Trinidad and Tobago,TTO,1954,6.130192
Trinidad and Tobago,TTO,1955,7.998585
Trinidad and Tobago,TTO,1956,7.283185
Trinidad and Tobago,TTO,1957,7.703564
Trinidad and Tobago,TTO,1958,4.839097
Trinidad and Tobago,TTO,1960,4.224579
Trinidad and Tobago,TTO,1961,4.686509
Trinidad and Tobago,TTO,1962,3.849185
Trinidad and Tobago,TTO,1963,2.567165
Trinidad and Tobago,TTO,1967,5.010607
Trinidad and Tobago,TTO,1968,8.639403
Trinidad and Tobago,TTO,1970,10.13952
Trinidad and Tobago,TTO,1971,6.055122
Trinidad and Tobago,TTO,1972,11.39815
Trinidad and Tobago,TTO,1973,11.31108
Trinidad and Tobago,TTO,1974,8.571754
Trinidad and Tobago,TTO,1975,10.15632
Trinidad and Tobago,TTO,1976,10.01869
Trinidad and Tobago,TTO,1977,9.403189
Trinidad and Tobago,TTO,1978,4.742816
Trinidad and Tobago,TTO,1979,5.618334
Trinidad and Tobago,TTO,1980,4.313765
Trinidad and Tobago,TTO,1981,5.462587
Trinidad and Tobago,TTO,1982,7.519302
Trinidad and Tobago,TTO,1983,9.482351
Trinidad and Tobago,TTO,1984,6.576272
Trinidad and Tobago,TTO,1985,2.660398
Trinidad and Tobago,TTO,1986,9.592935
Trinidad and Tobago,TTO,1987,10.63419
Trinidad and Tobago,TTO,1988,15.11596
Trinidad and Tobago,TTO,1989,15.81646
Trinidad and Tobago,TTO,1990,14.83758
Trinidad and Tobago,TTO,1991,12.86188
Trinidad and Tobago,TTO,1992,14.06027
Trinidad and Tobago,TTO,1993,14.80194
Trinidad and Tobago,TTO,1994,12.62528
Trinidad and Tobago,TTO,1995,16.16787
Trinidad and Tobago,TTO,1996,12.48224
Trinidad and Tobago,TTO,1997,13.09639
Trinidad and Tobago,TTO,1998,13.81304
Trinidad and Tobago,TTO,1999,11.51521
Trinidad and Tobago,TTO,2000,13.19155
Trinidad and Tobago,TTO,2001,13.73944
Trinidad and Tobago,TTO,2002,11.65305
Trinidad and Tobago,TTO,2004,14.54716682
Trinidad and Tobago,TTO,2005,14.54716682
Tunisia,TUN,2002,4.507532
Tunisia,TUN,2004,3.146814108
Tunisia,TUN,2005,3.146814108
Turkey,TUR,2002,6.716264
Turkey,TUR,2004,3.56332469
Turkey,TUR,2005,3.56332469
Turkmenistan,TKM,1981,12.08519
Turkmenistan,TKM,1982,10.14225
Turkmenistan,TKM,1985,9.738485
Turkmenistan,TKM,1986,12.05377
Turkmenistan,TKM,1987,11.17028
Turkmenistan,TKM,1988,10.21823
Turkmenistan,TKM,1989,9.519287
Turkmenistan,TKM,1990,10.62686
Turkmenistan,TKM,1991,9.351729
Turkmenistan,TKM,1992,8.596193
Turkmenistan,TKM,1993,7.835789
Turkmenistan,TKM,1994,7.550726
Turkmenistan,TKM,1995,6.781543
Turkmenistan,TKM,1996,7.723176
Turkmenistan,TKM,1997,8.319588
Turkmenistan,TKM,1998,10.36523
Turkmenistan,TKM,2002,14.01835
Turkmenistan,TKM,2004,12.21676922
Turkmenistan,TKM,2005,12.21676922
Tuvalu,TUV,2002,7.890512
Tuvalu,TUV,2004,7.934811592
Tuvalu,TUV,2005,7.934811592
USSR,OWID_USS,1982,26.63493
USSR,OWID_USS,1983,27.69169
USSR,OWID_USS,1984,29.18213
USSR,OWID_USS,1985,24.1466
USSR,OWID_USS,1986,18.43867
USSR,OWID_USS,1987,18.64787
USSR,OWID_USS,1988,19.0084
USSR,OWID_USS,1989,20.55434
USSR,OWID_USS,1990,20.62313
Uganda,UGA,2002,3.381024
Uganda,UGA,2004,12.28912163
Uganda,UGA,2005,12.28912163
Ukraine,UKR,1981,21.63412
Ukraine,UKR,1982,22.45824
Ukraine,UKR,1985,20.05759
Ukraine,UKR,1986,16.48204
Ukraine,UKR,1987,17.31684
Ukraine,UKR,1988,16.93836
Ukraine,UKR,1989,18.9305
Ukraine,UKR,1990,18.5269
Ukraine,UKR,1991,18.52185
Ukraine,UKR,1992,20.14645
Ukraine,UKR,1993,21.44825
Ukraine,UKR,1994,23.81222
Ukraine,UKR,1995,25.2382
Ukraine,UKR,1996,26.43411
Ukraine,UKR,1997,25.97142
Ukraine,UKR,1998,25.86071
Ukraine,UKR,1999,25.19971
Ukraine,UKR,2000,25.46725
Ukraine,UKR,2001,23.2477
Ukraine,UKR,2002,22.229
Ukraine,UKR,2003,21.83279
Ukraine,UKR,2004,20.04554
Ukraine,UKR,2005,18.95457
United Arab Emirates,ARE,2002,3.226218
United Arab Emirates,ARE,2004,1.392950654
United Arab Emirates,ARE,2005,1.392950654
United Kingdom,GBR,1950,8.116419
United Kingdom,GBR,1951,8.081386
United Kingdom,GBR,1952,7.789029
United Kingdom,GBR,1953,8.469019
United Kingdom,GBR,1954,8.928727
United Kingdom,GBR,1955,8.922245
United Kingdom,GBR,1956,9.326525
United Kingdom,GBR,1957,9.353084
United Kingdom,GBR,1958,9.39134
United Kingdom,GBR,1959,9.215195
United Kingdom,GBR,1960,9.088522
United Kingdom,GBR,1961,9.13943
United Kingdom,GBR,1962,9.843241
United Kingdom,GBR,1963,10.09012
United Kingdom,GBR,1964,9.696188
United Kingdom,GBR,1965,9.024946
United Kingdom,GBR,1966,8.776801
United Kingdom,GBR,1967,8.305869
United Kingdom,GBR,1968,8.011331
United Kingdom,GBR,1969,7.532174
United Kingdom,GBR,1970,6.953133
United Kingdom,GBR,1971,6.950485
United Kingdom,GBR,1972,6.809535
United Kingdom,GBR,1973,6.951233
United Kingdom,GBR,1974,7.0541
United Kingdom,GBR,1975,6.728405
United Kingdom,GBR,1976,6.939591
United Kingdom,GBR,1977,7.156529
United Kingdom,GBR,1978,7.268871
United Kingdom,GBR,1979,7.647055
United Kingdom,GBR,1980,7.817475
United Kingdom,GBR,1981,7.91114
United Kingdom,GBR,1982,7.787232
United Kingdom,GBR,1983,7.708611
United Kingdom,GBR,1984,7.730339
United Kingdom,GBR,1985,7.934777
United Kingdom,GBR,1986,7.471793
United Kingdom,GBR,1987,7.161623
United Kingdom,GBR,1988,7.735447
United Kingdom,GBR,1989,6.798954
United Kingdom,GBR,1990,7.277498
United Kingdom,GBR,1991,7.15409
United Kingdom,GBR,1992,7.251611
United Kingdom,GBR,1993,6.969402
United Kingdom,GBR,1994,6.824561
United Kingdom,GBR,1995,6.710214
United Kingdom,GBR,1996,6.430166
United Kingdom,GBR,1997,6.425081
United Kingdom,GBR,1998,6.826987
United Kingdom,GBR,1999,6.817769
United Kingdom,GBR,2000,6.589573
United Kingdom,GBR,2001,6.352021
United Kingdom,GBR,2002,6.370787
United Kingdom,GBR,2003,6.05577
United Kingdom,GBR,2004,6.271399
United Kingdom,GBR,2005,6.014659
United States,USA,1950,11.22106
United States,USA,1951,10.24862
United States,USA,1952,9.890234
United States,USA,1953,9.985363
United States,USA,1954,10.05145
United States,USA,1955,10.12583
United States,USA,1956,9.942091
United States,USA,1957,9.770529
United States,USA,1958,10.75953
United States,USA,1959,10.66436
United States,USA,1960,10.78558
United States,USA,1961,10.61668
United States,USA,1962,11.17855
United States,USA,1963,11.40495
United States,USA,1964,11.15046
United States,USA,1965,11.52387
United States,USA,1966,11.28246
United States,USA,1967,11.19782
United States,USA,1968,11.05477
United States,USA,1969,11.40742
United States,USA,1970,11.83682
United States,USA,1971,11.87784
United States,USA,1972,12.13471
United States,USA,1973,12.00975
United States,USA,1974,12.12908
United States,USA,1975,12.45698
United States,USA,1976,12.09256
United States,USA,1977,12.67173
United States,USA,1978,11.81377
United States,USA,1979,11.56452
United States,USA,1980,11.24043
United States,USA,1981,11.41708
United States,USA,1982,11.4899
United States,USA,1983,11.34989
United States,USA,1984,11.54221
United States,USA,1985,11.44829
United States,USA,1986,11.84603
United States,USA,1987,11.65775
United States,USA,1988,11.39492
United States,USA,1989,11.25343
United States,USA,1990,11.45217
United States,USA,1991,11.2965
United States,USA,1992,11.05505
United States,USA,1993,11.18842
United States,USA,1994,11.12714
United States,USA,1995,11.05877
United States,USA,1996,10.77281
United States,USA,1997,10.52044
United States,USA,1998,10.38139
United States,USA,1999,9.817642
United States,USA,2000,9.532645
United States,USA,2001,9.811729
United States,USA,2002,9.95536
United States,USA,2003,9.815033
United States,USA,2004,10.02633
United States,USA,2005,9.927033
Uruguay,URY,1955,12.86885
Uruguay,URY,1956,15.14202
Uruguay,URY,1957,11.89244
Uruguay,URY,1958,11.72974
Uruguay,URY,1959,12.4441
Uruguay,URY,1960,13.09532
Uruguay,URY,1963,10.5521
Uruguay,URY,1964,8.92964
Uruguay,URY,1965,11.47799
Uruguay,URY,1966,11.12681
Uruguay,URY,1967,10.53261
Uruguay,URY,1968,10.59242
Uruguay,URY,1969,10.8668
Uruguay,URY,1970,9.65274
Uruguay,URY,1971,10.68481
Uruguay,URY,1972,11.40697
Uruguay,URY,1973,11.72857
Uruguay,URY,1974,11.67496
Uruguay,URY,1975,9.963992
Uruguay,URY,1976,10.62018
Uruguay,URY,1977,11.35061
Uruguay,URY,1978,10.21253
Uruguay,URY,1980,9.036381
Uruguay,URY,1981,8.679468
Uruguay,URY,1982,10.49731
Uruguay,URY,1983,10.58008
Uruguay,URY,1984,10.62964
Uruguay,URY,1985,9.042464
Uruguay,URY,1986,8.042735
Uruguay,URY,1987,7.964934
Uruguay,URY,1988,8.318535
Uruguay,URY,1989,10.63581
Uruguay,URY,1990,9.605243
Uruguay,URY,1993,12.137
Uruguay,URY,1994,11.69573
Uruguay,URY,1995,12.44208
Uruguay,URY,1996,11.6643
Uruguay,URY,1997,13.10711
Uruguay,URY,1998,14.95599
Uruguay,URY,1999,12.64637
Uruguay,URY,2000,15.65417
Uruguay,URY,2001,13.93055
Uruguay,URY,2002,15.70864
Uruguay,URY,2004,14.53727
Uruguay,URY,2005,14.53727
Uzbekistan,UZB,1981,9.733695
Uzbekistan,UZB,1982,9.309304
Uzbekistan,UZB,1985,11.09545
Uzbekistan,UZB,1986,9.964867
Uzbekistan,UZB,1987,9.257269
Uzbekistan,UZB,1988,8.481731
Uzbekistan,UZB,1989,10.02346
Uzbekistan,UZB,1990,9.491693
Uzbekistan,UZB,1991,8.909372
Uzbekistan,UZB,1992,7.86002
Uzbekistan,UZB,1993,8.021069
Uzbekistan,UZB,1994,8.264799
Uzbekistan,UZB,1995,8.701978
Uzbekistan,UZB,1996,9.523588
Uzbekistan,UZB,1997,8.36826
Uzbekistan,UZB,1998,8.326845
Uzbekistan,UZB,1999,8.866324
Uzbekistan,UZB,2000,9.197172
Uzbekistan,UZB,2001,8.772025
Uzbekistan,UZB,2002,7.033736
Uzbekistan,UZB,2003,6.274282
Uzbekistan,UZB,2004,5.342295
Uzbekistan,UZB,2005,5.21372
Vanuatu,VUT,2002,5.110844
Vanuatu,VUT,2004,4.983421803
Vanuatu,VUT,2005,4.983421803
Venezuela,VEN,1955,7.14124
Venezuela,VEN,1956,7.792184
Venezuela,VEN,1957,6.423306
Venezuela,VEN,1958,7.789601
Venezuela,VEN,1959,7.69146
Venezuela,VEN,1960,7.849769
Venezuela,VEN,1961,7.561757
Venezuela,VEN,1962,7.471539
Venezuela,VEN,1963,7.585801
Venezuela,VEN,1964,8.17251
Venezuela,VEN,1965,8.598449
Venezuela,VEN,1966,9.177765
Venezuela,VEN,1967,8.547078
Venezuela,VEN,1968,8.210797
Venezuela,VEN,1969,9.791901
Venezuela,VEN,1970,9.390052
Venezuela,VEN,1971,8.793551
Venezuela,VEN,1972,8.417902
Venezuela,VEN,1973,7.924212
Venezuela,VEN,1974,6.534744
Venezuela,VEN,1975,7.114197
Venezuela,VEN,1976,6.174378
Venezuela,VEN,1977,5.967803
Venezuela,VEN,1978,6.4884
Venezuela,VEN,1979,5.365818
Venezuela,VEN,1980,6.61136
Venezuela,VEN,1981,5.703158
Venezuela,VEN,1982,5.701323
Venezuela,VEN,1983,6.289893
Venezuela,VEN,1985,6.141409
Venezuela,VEN,1986,5.938706
Venezuela,VEN,1987,5.381944
Venezuela,VEN,1988,5.791884
Venezuela,VEN,1989,5.940796
Venezuela,VEN,1990,6.218685
Venezuela,VEN,1992,5.750973
Venezuela,VEN,1993,5.565638
Venezuela,VEN,1994,6.085864
Venezuela,VEN,1996,5.279428
Venezuela,VEN,1997,5.358896
Venezuela,VEN,1998,5.531254
Venezuela,VEN,1999,5.877512
Venezuela,VEN,2000,5.88542
Venezuela,VEN,2001,6.180861
Venezuela,VEN,2002,5.707862
Venezuela,VEN,2003,4.958583
Venezuela,VEN,2004,4.333949
Venezuela,VEN,2005,4.11962
Vietnam,VNM,2002,13.01493
Vietnam,VNM,2004,11.65332222
Vietnam,VNM,2005,11.65332222
West Germany,OWID_GFR,1952,15.98879
West Germany,OWID_GFR,1953,16.45997
West Germany,OWID_GFR,1954,17.54097
West Germany,OWID_GFR,1955,17.21597
West Germany,OWID_GFR,1956,16.75506
West Germany,OWID_GFR,1957,16.41118
West Germany,OWID_GFR,1958,16.91541
West Germany,OWID_GFR,1959,16.6044
West Germany,OWID_GFR,1960,16.64503
West Germany,OWID_GFR,1961,16.63643
West Germany,OWID_GFR,1962,16.25881
West Germany,OWID_GFR,1963,17.07545
West Germany,OWID_GFR,1964,17.78603
West Germany,OWID_GFR,1965,17.56664
West Germany,OWID_GFR,1966,18.11726
West Germany,OWID_GFR,1967,19.04104
West Germany,OWID_GFR,1968,18.43233
West Germany,OWID_GFR,1969,18.76726
West Germany,OWID_GFR,1970,19.28542
West Germany,OWID_GFR,1971,18.78127
West Germany,OWID_GFR,1972,17.86193
West Germany,OWID_GFR,1973,18.55032
West Germany,OWID_GFR,1974,18.67815
West Germany,OWID_GFR,1975,18.54281
West Germany,OWID_GFR,1976,19.20442
West Germany,OWID_GFR,1977,19.99766
West Germany,OWID_GFR,1978,19.3982
West Germany,OWID_GFR,1979,18.42284
West Germany,OWID_GFR,1980,17.60207
West Germany,OWID_GFR,1981,18.31943
West Germany,OWID_GFR,1982,17.97009
West Germany,OWID_GFR,1983,17.64894
West Germany,OWID_GFR,1984,16.74963
West Germany,OWID_GFR,1985,16.78816
West Germany,OWID_GFR,1986,15.23791
West Germany,OWID_GFR,1987,15.04291
West Germany,OWID_GFR,1988,13.80855
West Germany,OWID_GFR,1989,12.87626
West Germany,OWID_GFR,1990,12.3628
Yemen,YEM,2002,6.133051
Yemen,YEM,2004,6.265789032
Yemen,YEM,2005,6.265789032
Yugoslavia,OWID_YGS,1968,13.30024
Yugoslavia,OWID_YGS,1969,14.44645
Yugoslavia,OWID_YGS,1978,13.64939
Yugoslavia,OWID_YGS,1979,13.78863
Yugoslavia,OWID_YGS,1980,14.17751
Yugoslavia,OWID_YGS,1981,15.06392
Yugoslavia,OWID_YGS,1982,15.32374
Yugoslavia,OWID_YGS,1983,15.27492
Yugoslavia,OWID_YGS,1984,15.4428
Yugoslavia,OWID_YGS,1985,14.96809
Yugoslavia,OWID_YGS,1986,14.86173
Yugoslavia,OWID_YGS,1987,15.85673
Yugoslavia,OWID_YGS,1988,14.99939
Yugoslavia,OWID_YGS,1989,15.04852
Yugoslavia,OWID_YGS,1990,13.88089
Zambia,ZMB,2002,6.079987
Zambia,ZMB,2004,12.01903629
Zambia,ZMB,2005,12.01903629
Zimbabwe,ZWE,2002,7.541058
Zimbabwe,ZWE,2004,13.90526676
Zimbabwe,ZWE,2005,13.90526676